permit_number,streetname,cross_street_1,cross_street_2,utility_contractor,permit_reason,utility_type,effective_date,expiration_date,status,cnn
25EXC-01294,09TH AVE,ANZA ST,BALBOA ST,Pacific Gas & Electric,Repair Pole,Sidewalk/Curb,2025-04-13T00:00:00.000,2025-05-11T00:00:00.000,APPROVED,427000
25EXC-01256,GENEVA AVE,PRAGUE ST,BROOKDALE AVE,Pacific Gas & Electric,Replace Pole,Electric,2025-05-01T00:00:00.000,2025-05-29T00:00:00.000,APPROVED,6148101
25EXC-01286,BALTIMORE WAY,TOYON LN,NAYLOR ST,Pacific Gas & Electric,Replace Pole,Electric,2025-05-01T00:00:00.000,2025-05-29T00:00:00.000,APPROVED,2702201
25EXC-01290,GATES ST,OGDEN AVE,CRESCENT AVE,Pacific Gas & Electric,Replace Pole,Electric,2025-04-30T00:00:00.000,2025-05-28T00:00:00.000,APPROVED,6027000
24EXC-04848,BRUNSWICK ST,FLORENTINE AVE,GUTTENBERG ST,Pacific Gas & Electric,Replace Pole,Electric,2025-05-01T00:00:00.000,2025-05-29T00:00:00.000,APPROVED,3256000
25EXC-01203,GRANT AVE,TILLMAN PL,SUTTER ST,Pacific Gas & Electric,Spot Paving,Gas,2025-04-14T00:00:00.000,2025-05-12T00:00:00.000,APPROVED,6386000
25EXC-01203,GRANT AVE,POST ST,ASHBURTON PL,Pacific Gas & Electric,Spot Paving,Gas,2025-04-14T00:00:00.000,2025-05-12T00:00:00.000,APPROVED,6384001
25EXC-01203,GRANT AVE,ASHBURTON PL,CAMPTON PL,Pacific Gas & Electric,Spot Paving,Gas,2025-04-14T00:00:00.000,2025-05-12T00:00:00.000,APPROVED,6384002
25EXC-01203,GRANT AVE,CAMPTON PL,TILLMAN PL,Pacific Gas & Electric,Spot Paving,Gas,2025-04-14T00:00:00.000,2025-05-12T00:00:00.000,APPROVED,6385000
25EXC-00824,ELIZABETH ST,DOUGLASS ST,HOFFMAN AVE,Pacific Gas & Electric,Replace Pole,Sidewalk/Curb,2025-05-01T00:00:00.000,2025-05-29T00:00:00.000,APPROVED,5150000
24EXC-02070,GOLDEN GATE AVE,MASONIC AVE,,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,26383000
24EXC-02070,FULTON ST,CENTRAL AVE,MASONIC AVE,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,5895000
25EXC-01248,BAY ST,HYDE ST,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,25577000
25EXC-01248,POLK ST,BAY ST,NORTH POINT ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,10586000
25EXC-01248,MARINA BLVD,LYON ST,HWY 101 NORTHBOUND RAMP,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,15215101
25EXC-01248,BEACH ST,LARKIN ST,POLK ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,2847000
25EXC-01366,FILLMORE ST,LAUSSAT ST,HAIGHT ST,Pacific Gas & Electric,Replace Pole,Sidewalk/Curb,2025-05-05T00:00:00.000,2025-06-02T00:00:00.000,APPROVED,5533000
25EXC-01248,BAY ST,LARKIN ST,NORTH VIEW CT,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,2782000
24EXC-02070,FULTON ST,MASONIC AVE,,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,26379000
24EXC-02070,ANZA ST,PARKER AVE,,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,26488000
24EXC-02070,MASONIC AVE,TURK BLVD,,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,26392000
25EXC-01248,BAY ST,NORTH VIEW CT,POLK ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,2783000
24EXC-02070,WOOD ST,GEARY BLVD,ANZA ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,13706000
25EXC-01248,NORTH POINT ST,JONES ST,COLUMBUS AVE,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,9692000
25EXC-01248,MARINA BLVD,MARINA BLVD,LYON ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,8709202
25EXC-01248,BEACH ST,POLK ST,END: 900-999 BLOCK,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,2848000
25EXC-01248,LARKIN ST,NORTH POINT ST,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,25589000
24EXC-02070,HAYES ST,CENTRAL AVE,MASONIC AVE,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,6829000
25EXC-01248,LYON ST,MARINA BLVD \ MASON ST \ YACHT RD,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,27027000
25EXC-01248,HYDE ST,BERGEN ALY,NORTH POINT ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,7150000
25EXC-01248,JEFFERSON ST,TAYLOR ST,JONES ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,7457000
24EXC-02070,ANZA ST,SPRUCE ST,PARKER AVE,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,2311000
25EXC-01248,MARINA BLVD,BRODERICK ST,BAKER ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,8708101
25EXC-01248,MARINA BLVD,LYON ST,HWY 101 NORTHBOUND RAMP,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,15215201
25EXC-01248,JONES ST,NORTH POINT ST,BEACH ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,7601000
24EXC-02070,MASONIC AVE,GROVE ST,HAYES ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,8850000
24EXC-02070,MASONIC AVE,ANZA ST \ OFARRELL ST,EWING TER,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,8844201
25EXC-01248,NORTH POINT ST,LEAVENWORTH ST,HYDE ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,9694000
25EXC-01248,GIRARD RD,GORGAS AVE \ HWY 101 SOUTHBOUND RAMP \ MARINA BLVD,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,54239000
24EXC-02070,PARKER AVE,TURK BLVD,,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,26481000
24EXC-02070,ANZA ST,WOOD ST,,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,26463000
24EXC-02070,ANZA ST,MASONIC AVE \ OFARRELL ST,WOOD ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,2305000
25EXC-01248,JONES ST,BAY ST,NORTH POINT ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,7600000
25EXC-01248,VAN NESS AVE,NORTH POINT ST,BEACH ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,13174101
25EXC-01248,HYDE ST,FRANCISCO ST,BAY ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,7148000
25EXC-01248,BAKER ST,MARINA BLVD,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,27020000
25EXC-01248,LEAVENWORTH ST,BAY ST,NORTH POINT ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,8272000
25EXC-01248,LARKIN ST,NORTH POINT ST,BEACH ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,8157000
24EXC-02070,MASONIC AVE,MCALLISTER ST,FULTON ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,8848000
25EXC-01248,LARKIN ST,BAY ST,NORTH POINT ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,8156000
25EXC-01248,MARINA BLVD,BRODERICK ST,BAKER ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,8708201
24EXC-02070,MASONIC AVE,GOLDEN GATE AVE,MCALLISTER ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,8847000
24EXC-02070,ANZA ST,MASONIC AVE \ OFARRELL ST,,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,26400000
25EXC-01248,BERGEN ALY,HYDE ST,END: 1-99 BLOCK,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,2934000
24EXC-02070,GROVE ST,MASONIC AVE,ASHBURY ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,6569000
24EXC-02070,HAYES ST,MASONIC AVE,,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,26376000
24EXC-02070,GROVE ST,MASONIC AVE,,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,26377000
24EXC-02070,FELL ST,MASONIC AVE,ASHBURY ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,5456000
25EXC-01248,LEAVENWORTH ST,FRANCISCO ST,BAY ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,8271000
25EXC-01248,LYON ST,PALACE DR,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,51476000
25EXC-01248,LEAVENWORTH ST,NORTH POINT ST,COLUMBUS AVE,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,8273000
25EXC-01248,BERGEN ALY,HYDE ST,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,25578000
25EXC-01248,YACHT RD,LYON ST \ MARINA BLVD \ MASON ST,END: 1-99 BLOCK,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,13745000
24EXC-02070,HAYES ST,MASONIC AVE,ASHBURY ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,6830000
24EXC-02070,MASONIC AVE,HAYES ST,FELL ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,8851000
25EXC-01248,BAY ST,LARKIN ST,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,25583000
24EXC-02070,TURK BLVD,PARKER AVE,BEAUMONT AVE,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,12748000
25EXC-01248,POLK ST,NORTH POINT ST,BEACH ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,10587000
24EXC-02070,MASONIC AVE,EWING TER,TURK BLVD,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,8845101
25EXC-01248,BAY ST,NORTH VIEW CT,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,30059000
25EXC-01248,BEACH ST,LARKIN ST,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,25586000
25EXC-01326,HAROLD AVE,BRUCE AVE,OCEAN AVE,Pacific Gas & Electric,Spot Paving,Gas,2025-04-07T00:00:00.000,2025-05-05T00:00:00.000,APPROVED,6696000
25EXC-01248,BEACH ST,HYDE ST,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,30766000
25EXC-01248,MARINA BLVD,MARINA BLVD,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,33547000
25EXC-01248,LYON ST,PALACE DR,MARINA BLVD,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,8585000
24EXC-02070,MASONIC AVE,FULTON ST,GROVE ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,8849000
25EXC-01248,LEAVENWORTH ST,COLUMBUS AVE,BEACH ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,8274000
25EXC-01248,VAN NESS AVE,NORTH POINT ST,BEACH ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,13174201
24EXC-02070,PARKER AVE,LONE MOUNTAIN TER,TURK BLVD,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,10277000
25EXC-01248,BAY ST,COLUMBUS AVE,LEAVENWORTH ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,2779000
24EXC-02070,PARKER AVE,ANZA ST,LONE MOUNTAIN TER,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,10276000
25EXC-01248,COLUMBUS AVE,BAY ST,NORTH POINT ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,4306000
25EXC-01248,MARINA BLVD,MARINA BLVD,LYON ST \ MASON ST \ YACHT RD,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,12975000
25EXC-01248,BAY ST,LEAVENWORTH ST,HYDE ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,2780000
25EXC-01248,FRANCISCO ST,LARKIN ST,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,25581000
25EXC-01248,MARINA BLVD,BAKER ST,MARINA BLVD,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,8709201
24EXC-04949,MISSION ST,AVALON AVE,COTTER ST,Pacific Gas & Electric,Replace/Repair Box,Electric,2025-05-27T00:00:00.000,2025-06-24T00:00:00.000,APPROVED,9158000
24EXC-02070,MASONIC AVE,GEARY BLVD,ANZA ST \ OFARRELL ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,8843201
24EXC-02070,FELL ST,MASONIC AVE,,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,26347000
24EXC-02070,MASONIC AVE,MCALLISTER ST,,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,26382000
25EXC-01248,LARKIN ST,END: 900-999 BLOCK,BAY ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,8155002
24EXC-02070,MASONIC AVE,FELL ST,OAK ST,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,8852000
25EXC-01332,CASTRO ST,BEAVER ST,16TH ST,Pacific Gas & Electric,Replace/Repair Box,Electric,2025-03-13T00:00:00.000,2025-05-11T00:00:00.000,APPROVED,3787000
25EXC-01248,LARKIN ST,END: 900-999 BLOCK,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,50368000
25EXC-01248,LYON ST,JEFFERSON ST,PALACE DR,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,8584000
25EXC-01248,COLUMBUS AVE,NORTH POINT ST,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,25573000
25EXC-01248,POLK ST,FRANCISCO ST,BAY ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,10585000
25EXC-01248,BEACH ST,COLUMBUS AVE,HYDE ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,2845000
25EXC-01248,BEACH ST,COLUMBUS AVE,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,25598000
24EXC-02070,TURK BLVD,MASONIC AVE,ANNAPOLIS TER,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,12741000
24EXC-02070,FULTON ST,MASONIC AVE,ATALAYA TER,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,5896000
25EXC-01248,BEACH ST,POLK ST,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,26703000
24EXC-02070,MASONIC AVE,TURK BLVD,GOLDEN GATE AVE,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,8846000
24EXC-02070,TURK BLVD,NIDO AVE,MASONIC AVE,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,12740000
25EXC-01248,COLUMBUS AVE,LEAVENWORTH ST,BEACH ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,4308000
24EXC-02070,MCALLISTER ST,CENTRAL AVE,MASONIC AVE,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,8908000
25EXC-01248,HYDE ST,BAY ST,BERGEN ALY,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,7149000
25EXC-01248,LEAVENWORTH ST,NORTH POINT ST,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,25575000
25EXC-01248,JONES ST,NORTH POINT ST,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,25593000
25EXC-01248,JONES ST,BEACH ST,JEFFERSON ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,7602000
25EXC-01248,HYDE ST,BEACH ST,JEFFERSON ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,7152000
24EXC-02070,TURK BLVD,TEMESCAL TER,PARKER AVE,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,12747000
25EXC-01248,BAY ST,POLK ST,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,26701000
24EXC-02070,MASONIC AVE,EWING TER,TURK BLVD,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,8845201
25EXC-01248,VAN NESS AVE,BEACH ST,END: 3200-3299 BLOCK,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,15101000
24EXC-02070,ANZA ST,PARKER AVE,BEAUMONT AVE,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,2312000
25EXC-01248,NORTH POINT ST,TAYLOR ST,JONES ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,9691000
25EXC-01248,BAY ST,HYDE ST,LARKIN ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,2781000
24EXC-02070,GROVE ST,CENTRAL AVE,MASONIC AVE,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,6568000
25EXC-01248,BAKER ST,JEFFERSON ST,MARINA BLVD,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,2643000
25EXC-01382,LOOMIS ST,FLOWER ST,WATERLOO ST,Pacific Gas & Electric,Replace Pole,Sidewalk/Curb,2025-05-05T00:00:00.000,2025-06-02T00:00:00.000,APPROVED,8485000
25EXC-01366,LAUSSAT ST,FILLMORE ST,STEINER ST,Pacific Gas & Electric,Replace Pole,Sidewalk/Curb,2025-05-05T00:00:00.000,2025-06-02T00:00:00.000,APPROVED,8178000
25EXC-01248,HWY 101 NORTHBOUND RAMP,MARINA BLVD,,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,54235000
24EXC-02070,FELL ST,CENTRAL AVE,MASONIC AVE,Pacific Gas & Electric,Install New Main,Gas,2025-04-07T00:00:00.000,2025-12-31T00:00:00.000,APPROVED,5455000
25EXC-01248,BEACH ST,HYDE ST,LARKIN ST,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,2846000
25EXC-01248,BEACH ST,LEAVENWORTH ST,COLUMBUS AVE,Hernandez Engineering,Replace Main,Street / Roadway:Sidewalk/Curb:Sewer,2025-03-12T00:00:00.000,2026-03-06T00:00:00.000,APPROVED,2844000
25EXC-01391,VERMONT ST,23RD ST,24TH ST,Pacific Gas & Electric,Replace Pole,Electric,2025-05-09T00:00:00.000,2025-06-06T00:00:00.000,APPROVED,13221000
25EXC-01408,18TH AVE,KIRKHAM ST,LAWTON ST,Pacific Gas & Electric,Replace Pole,Electric,2025-06-17T00:00:00.000,2025-07-15T00:00:00.000,APPROVED,837000
25EXC-01408,KIRKHAM ST,17TH AVE,18TH AVE,Pacific Gas & Electric,Replace Pole,Electric,2025-06-17T00:00:00.000,2025-07-15T00:00:00.000,APPROVED,7855000
25EXC-01412,23RD AVE,GEARY BLVD,ANZA ST,Pacific Gas & Electric,Replace Pole,Sidewalk/Curb,2025-04-08T00:00:00.000,2025-05-06T00:00:00.000,APPROVED,1214000
24EXC-02180,LAKE ST,03RD AVE,04TH AVE,Pacific Gas & Electric,Install new box,Electric,2025-04-21T00:00:00.000,2025-05-19T00:00:00.000,APPROVED,8011000
25EXC-00974,MARKET ST,07TH ST \ CHARLES J BRENHAM PL,08TH ST \ GROVE ST \ HYDE ST,"Shimmick Construction Co., Inc.",Other,Other,2025-03-17T00:00:00.000,2025-10-28T00:00:00.000,ACTIVE,8751101
