permit_number,streetname,cross_street_1,cross_street_2,utility_contractor,permit_reason,utility_type,effective_date,expiration_date,status,cnn,latitude,longitude
24EXC-00647,CALIFORNIA ST,FRANKLIN ST,GOUGH ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,3551000,37.7900422,-122.4249589
24EXC-04970,14TH ST,BELCHER ST \ BOYNTON CT,SANCHEZ ST,"Bauman Landscape Construction, Inc.",Replace Sidewalk,Water Service:Pavement Preservation:Sewer:Catch Basin:Curb Ramp:Sidewalk/Curb:AWSS,2025-01-13,2025-09-09,APPROVED,597000,37.7682170,-122.4210094
24EXC-01669,UTAH ST,25TH ST,END: 1400-1499 BLOCK,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22,2026-01-30,APPROVED,13046000,37.7640107,-122.4063927
24EXC-01436,RANDALL ST,WHITNEY ST,WHITNEY ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,10912000,37.7401717,-122.4288229
24EXC-01436,CHENERY ST,RANDALL ST,FAIRMOUNT ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,3918000,37.7352864,-122.4376707
24EXC-04484,TEMESCAL TER,TURK BLVD,GOLDEN GATE AVE,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,12480000,37.7774853,-122.4523530
24EXC-00238,08TH ST,CLEMENTINA ST,FOLSOM ST,Mitchell Engineering. Inc.,Other,Catch Basin:Other:Traffic Signal:Landscaping:Street / Roadway:Electric:Curb Ramp:Sidewalk/Curb:Sewer,2024-04-01,2026-11-06,APPROVED,411000,,
24EXC-00151,MONTEREY BLVD,RIDGEWOOD AVE,HAZELWOOD AVE,M Squared Construction,Install New Main,Curb Ramp:Water Service,2024-02-21,2026-03-06,ACTIVE,9280201,37.7300663,-122.4616978
24EXC-04484,09TH AVE,LAKE ST,CALIFORNIA ST,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,423000,,
25EXC-00005,LAGUNA ST,HAYES ST,IVY ST,R & S Construction Management Inc,Reconstruct Pavement,Electric:Street Light:Sidewalk/Curb:Sewer:Bulb Out:Curb Ramp,2025-02-17,2026-05-31,APPROVED,7950000,37.7922224,-122.4294654
24EXC-02151,SLOAT BLVD,39TH AVE \ SKYLINE BLVD,41ST AVE,Basset Engineering,Corrosion Testing,Water Service:Street / Roadway:Electric,2024-08-19,2025-08-29,ACTIVE,11960201,37.7337113,-122.4970071
24EXC-01872,LAKE ST,12TH AVE,FUNSTON AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12,2025-08-08,APPROVED,8020000,37.7868565,-122.4607985
24EXC-00647,ULLOA ST,19TH AVE,20TH AVE,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,12796000,37.7412094,-122.4664316
24EXC-00647,ELLIS ST,GOUGH ST,LAGUNA ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,5182000,37.7813806,-122.4402682
24EXC-02547,FRANKLIN ST,PETER YORKE WAY \ POST ST,,"JDB Construction, INC.",Corrosion Testing,Street / Roadway:Sewer:Curb Ramp:Catch Basin:Sidewalk/Curb,2024-09-01,2026-02-02,APPROVED,25216000,37.7919741,-122.4243594
25EXC-01454,26TH AVE,ULLOA ST,,Exaro Technologies Corporation,Prospecting,Sewer:Water Service,2025-04-28,2025-05-09,APPROVED,23240000,37.7800497,-122.4858220
25EXC-01863,23RD ST,MINNESOTA ST,,Ronan Construction Inc.,Install new curb and gutter,Street Light:Sewer:Electric:Street / Roadway:Sidewalk/Curb:Landscaping:AWSS:Curb Ramp:Catch Basin,2025-04-14,2025-12-31,APPROVED,23616000,37.7572860,-122.3923999
24EXC-00647,SANTIAGO ST,28TH AVE,29TH AVE,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,11619000,37.7449894,-122.4742268
24EXC-02284,GOUGH ST,WASHINGTON ST,JACKSON ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,6341000,37.7914854,-122.4259439
23EXC-02930,21ST ST,YORK ST,,"JMB Construction, Inc.",Replace Main,AWSS:Water Service:Sidewalk/Curb:Sewer:Street / Roadway,2023-08-18,2026-01-11,APPROVED,23972000,37.7562928,-122.4270420
24EXC-04484,CALIFORNIA ST,PALM AVE,ARGUELLO BLVD,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,3576000,37.7900422,-122.4249589
24EXC-01436,DAY ST,SANCHEZ ST,NOE ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,4621000,37.7427841,-122.4284731
24EXC-01669,INNES AVE,ARELIOUS WALKER DR,GRIFFITH ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22,2026-01-30,APPROVED,7254000,37.7335931,-122.3785712
24EXC-04484,PARKER AVE,TURK BLVD,,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,26481000,37.7827716,-122.4544244
24EXC-02547,GOUGH ST,WASHINGTON ST,JACKSON ST,"JDB Construction, INC.",Corrosion Testing,Street / Roadway:Sewer:Curb Ramp:Catch Basin:Sidewalk/Curb,2024-09-01,2026-02-02,APPROVED,6341000,37.7914854,-122.4259439
24EXC-01669,24TH ST,DE HARO ST,RHODE ISLAND ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22,2026-01-30,APPROVED,1324000,37.7541004,-122.3881595
24EXC-00994,SUTTER ST,GRANT AVE,STOCKTON ST \ STOCKTON TUNL,R & S Construction Management Inc,Install New Curb Ramp,Traffic Signal:Street Light:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-07-30,2025-12-31,APPROVED,12321000,37.7899382,-122.4030464
24EXC-00238,FOLSOM ST,SHERMAN ST,MOSS ST,Mitchell Engineering. Inc.,Other,Catch Basin:Other:Traffic Signal:Landscaping:Street / Roadway:Electric:Curb Ramp:Sidewalk/Curb:Sewer,2024-04-01,2026-11-06,APPROVED,5671000,37.7723577,-122.4134198
24EXC-01436,GUERRERO ST,DUBOCE AVE,CLINTON PARK,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,6575201,37.7599714,-122.4235988
24EXC-02284,HOWARD ST,11TH ST,LAFAYETTE ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,7057000,37.7921712,-122.3914348
25EXC-01908,04TH ST,BLUXOME ST,,Pacific Gas & Electric,Install New Main,Gas,2025-04-14,2025-05-13,ACTIVE,23822000,,
24EXC-04370,08TH ST,GROVE ST \ HYDE ST \ MARKET ST,STEVENSON ST,"Esquivel Grading & Paving, Inc.",Pavement Preservation,Traffic Signal:Sewer:Sidewalk/Curb:Electric:Landscaping:Curb Ramp:Bulb Out,2024-12-05,2025-12-04,APPROVED,404000,,
25EXC-01454,ULLOA ST,27TH AVE,28TH AVE,Exaro Technologies Corporation,Prospecting,Sewer:Water Service,2025-04-28,2025-05-09,APPROVED,12804000,37.7412094,-122.4664316
24EXC-03388,CRESPI DR,CRESPI DR,CARDENAS AVE,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,4506101,37.7201801,-122.4756356
24EXC-01436,EUREKA ST,22ND ST,23RD ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,5323000,37.7619893,-122.4384150
24EXC-02547,POST ST,FRANKLIN ST \ PETER YORKE WAY,GOUGH ST,"JDB Construction, INC.",Corrosion Testing,Street / Roadway:Sewer:Curb Ramp:Catch Basin:Sidewalk/Curb,2024-09-01,2026-02-02,APPROVED,10642000,37.7890838,-122.4022069
24EXC-02284,15TH ST,BRYANT ST,FLORIDA ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,641000,37.7666955,-122.4194719
24EXC-04102,GEARY BLVD,ARGUELLO BLVD,02ND AVE,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,6057201,37.7794957,-122.4992200
24EXC-01669,GALVEZ AVE,HUNTERS POINT BLVD,,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22,2026-01-30,APPROVED,33136000,37.7285983,-122.3665576
24EXC-00151,GENNESSEE ST,JOOST AVE,MANGELS AVE,M Squared Construction,Install New Main,Curb Ramp:Water Service,2024-02-21,2026-03-06,ACTIVE,6159000,37.7330637,-122.4511735
24EXC-02547,14TH AVE,ANZA ST,BALBOA ST,"JDB Construction, INC.",Corrosion Testing,Street / Roadway:Sewer:Curb Ramp:Catch Basin:Sidewalk/Curb,2024-09-01,2026-02-02,APPROVED,557000,37.7570542,-122.4713249
25EXC-00254,LARKIN ST,ELLIS ST,OLIVE ST,R & S Construction Management Inc,Install New Curb Ramp,Electric:Sidewalk/Curb:Sewer:Curb Ramp,2025-03-03,2026-12-31,APPROVED,8128000,37.7782138,-122.4165219
23EXC-02930,22ND ST,HAMPSHIRE ST,,"JMB Construction, Inc.",Replace Main,AWSS:Water Service:Sidewalk/Curb:Sewer:Street / Roadway,2023-08-18,2026-01-11,APPROVED,23966000,37.7572860,-122.3923999
24EXC-01669,NEWHALL ST,START: 100-199 BLOCK,MENDELL ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22,2026-01-30,APPROVED,9562000,37.7398924,-122.3884264
24EXC-03498,EVANS AVE,SELBY ST,,Mitchell Engineering. Inc.,Install service,Sidewalk/Curb:Street / Roadway:Other:Electric:AWSS,2024-12-02,2026-06-05,APPROVED,33107000,37.7386873,-122.3806748
23EXC-01852,GRANADA AVE,GRAFTON AVE,HOLLOWAY AVE,Pacific Gas & Electric,Replace Main,Gas,2025-06-02,2025-10-24,APPROVED,6367000,37.7211714,-122.4571790
24EXC-02265,PRECITA AVE,SHOTWELL ST,FOLSOM ST,Mitchell Engineering. Inc.,Install New Main,Street / Roadway:Sidewalk/Curb:Water Service:Curb Ramp:Sewer,2024-08-05,2026-06-09,APPROVED,10742000,37.7472823,-122.4117764
24EXC-00224,DIAMOND HEIGHTS BLVD,GOLD MINE DR,DIAMOND ST,A. Ruiz Construction Co.,Replace Main,Sidewalk/Curb:Catch Basin:Sewer:Street / Roadway:Curb Ramp:Pavement Preservation:Water Service,2024-03-05,2025-08-31,ACTIVE,4778101,37.7383730,-122.4371865
24EXC-04484,BRODERICK ST,GOLDEN GATE AVE,TURK ST,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,3196000,37.7973974,-122.4440496
25EXC-01096,CHAPMAN ST,PRENTISS ST,,Pacific Gas & Electric,Other,Gas,2025-05-05,2025-06-02,ACTIVE,21147000,37.7417653,-122.4122691
24EXC-03388,JUAN BAUTISTA CIR,FONT BLVD,DIAZ AVE,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,7626000,37.7176384,-122.4783760
24EXC-02835,EVANS AVE,QUINT ST,RANKIN ST,R & S Construction Management Inc,Reconstruct Pavement,Street / Roadway:Electric:Landscaping:Sidewalk/Curb:Street Light,2024-09-30,2025-05-31,APPROVED,5336000,37.7386873,-122.3806748
24EXC-04102,GEARY BLVD,PARK PRESIDIO BLVD,14TH AVE,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,6070101,37.7794957,-122.4992200
24EXC-03388,WINSTON DR,BROADMOOR DR,STONECREST DR,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,13683000,37.7270055,-122.4753050
24EXC-01436,CESAR CHAVEZ ST,CESAR CHAVEZ ST,DIAMOND ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,2498000,37.7475106,-122.4303746
24EXC-04102,GEARY BLVD,06TH AVE,07TH AVE,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,6062101,37.7794957,-122.4992200
24EXC-03388,CARDENAS AVE,SERRANO DR,CRESPI DR,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,3689000,37.7196706,-122.4766503
24EXC-02547,IRVING ST,16TH AVE,17TH AVE,"JDB Construction, INC.",Corrosion Testing,Street / Roadway:Sewer:Curb Ramp:Catch Basin:Sidewalk/Curb,2024-09-01,2026-02-02,APPROVED,7293000,37.7638118,-122.4717135
23EXC-05094,SUNSET BLVD,WAWONA ST,,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02,2025-10-31,APPROVED,23367000,37.7357716,-122.4940855
24EXC-01872,CASTRO ST,LLOYD ST,DUBOCE AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12,2025-08-08,APPROVED,3782101,37.7700514,-122.4364795
24EXC-03150,SAN BRUNO AVE,WOOLSEY ST,,CF Contracting,Reconstruct Pavement,Curb Ramp:Catch Basin:Traffic Signal:Street / Roadway:Sidewalk/Curb,2024-10-14,2025-06-09,APPROVED,33273000,37.7609033,-122.4051258
24EXC-04370,MARKET ST,08TH ST \ GROVE ST \ HYDE ST,09TH ST \ LARKIN ST,"Esquivel Grading & Paving, Inc.",Pavement Preservation,Traffic Signal:Sewer:Sidewalk/Curb:Electric:Landscaping:Curb Ramp:Bulb Out,2024-12-05,2025-12-04,APPROVED,8752101,37.7929248,-122.3967898
24EXC-02284,MINNA ST,10TH ST,11TH ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,9050000,37.7826041,-122.4055940
25EXC-00538,18TH ST,EUREKA ST,DOUGLASS ST,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11,2025-06-05,APPROVED,895000,37.7619383,-122.4177443
23EXC-01852,GRANADA AVE,HOLLOWAY AVE,,Pacific Gas & Electric,Replace Main,Gas,2025-06-02,2025-10-24,APPROVED,22584000,37.7211714,-122.4571790
24EXC-01436,RANDALL ST,ARLINGTON ST,CHENERY ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,10909000,37.7401717,-122.4288229
25EXC-00538,22ND ST,SOUTH VAN NESS AVE,CAPP ST,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11,2025-06-05,APPROVED,1189000,37.7572860,-122.3923999
24EXC-02284,CABRILLO ST,34TH AVE,35TH AVE,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,3501000,37.7739518,-122.4950556
25EXC-00254,HARRISON ST,MORRIS ST,,R & S Construction Management Inc,Install New Curb Ramp,Electric:Sidewalk/Curb:Sewer:Curb Ramp,2025-03-03,2026-12-31,APPROVED,23932000,37.7846833,-122.3947087
24EXC-04679,06TH ST,BRYANT ST,,"Esquivel Grading & Paving, Inc.",Replace Sidewalk,Other:Street Light:Street / Roadway:Sidewalk/Curb:Landscaping:Sewer:Catch Basin:Electric:Bulb Out,2025-01-01,2025-12-31,APPROVED,23897000,,
24EXC-04484,11TH AVE,CALIFORNIA ST,CLEMENT ST,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,494000,37.7769915,-122.4693775
24EXC-04679,06TH ST,STEVENSON ST,JESSIE ST,"Esquivel Grading & Paving, Inc.",Replace Sidewalk,Other:Street Light:Street / Roadway:Sidewalk/Curb:Landscaping:Sewer:Catch Basin:Electric:Bulb Out,2025-01-01,2025-12-31,APPROVED,327000,,
24EXC-04102,GEARY BLVD,15TH AVE,16TH AVE,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,6072101,37.7794957,-122.4992200
23EXC-02930,25TH ST,YORK ST,,"JMB Construction, Inc.",Replace Main,AWSS:Water Service:Sidewalk/Curb:Sewer:Street / Roadway,2023-08-18,2026-01-11,APPROVED,23951000,37.7529438,-122.3863617
24EXC-00151,MONTEREY BLVD,RIDGEWOOD AVE,,M Squared Construction,Install New Main,Curb Ramp:Water Service,2024-02-21,2026-03-06,ACTIVE,22256000,37.7300663,-122.4616978
25EXC-01863,24TH ST,MINNESOTA ST,,Ronan Construction Inc.,Install new curb and gutter,Street Light:Sewer:Electric:Street / Roadway:Sidewalk/Curb:Landscaping:AWSS:Curb Ramp:Catch Basin,2025-04-14,2025-12-31,APPROVED,23610000,37.7541004,-122.3881595
25EXC-01863,MINNESOTA ST,24TH ST,25TH ST,Ronan Construction Inc.,Install new curb and gutter,Street Light:Sewer:Electric:Street / Roadway:Sidewalk/Curb:Landscaping:AWSS:Curb Ramp:Catch Basin,2025-04-14,2025-12-31,APPROVED,9059000,37.7543527,-122.3898961
24EXC-00671,STANYAN BLVD,STANYAN ST \ TURK BLVD,,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Street Light:Traffic Signal:Bulb Out:Curb Ramp,2024-04-08,2026-04-07,APPROVED,26486000,37.7812504,-122.4564840
24EXC-04808,01ST ST,STEVENSON ST,,R & S Construction Management Inc,Install New Curb Ramp,Curb Ramp:Bulb Out:AWSS:Air Raid Siren:Traffic Signal:Street Light:Street / Roadway:Sidewalk/Curb:Sewer:Catch Basin,2025-02-24,2027-07-08,APPROVED,24666000,,
24EXC-00671,BRYANT ST,DORE ST,10TH ST \ HWY 101 S ON RAMP,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Street Light:Traffic Signal:Bulb Out:Curb Ramp,2024-04-08,2026-04-07,APPROVED,3300000,37.7786701,-122.3992195
24EXC-02284,MISSION ST,LAFAYETTE ST,12TH ST \ OTIS ST \ SOUTH VAN NESS AVE,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,9109102,37.7927786,-122.3938173
23EXC-02930,HAMPSHIRE ST,19TH ST,20TH ST,"JMB Construction, Inc.",Replace Main,AWSS:Water Service:Sidewalk/Curb:Sewer:Street / Roadway,2023-08-18,2026-01-11,APPROVED,6652000,37.7672763,-122.4087916
24EXC-03388,FAXON AVE,GRAFTON AVE,HOLLOWAY AVE,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,5425000,37.7215181,-122.4602485
24EXC-02284,FRANKLIN ST,JACKSON ST,PACIFIC AVE,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,5830000,37.7919741,-122.4243594
25EXC-00538,EUREKA ST,18TH ST,19TH ST,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11,2025-06-05,APPROVED,5318000,37.7619893,-122.4384150
23EXC-02930,24TH ST,YORK ST,,"JMB Construction, Inc.",Replace Main,AWSS:Water Service:Sidewalk/Curb:Sewer:Street / Roadway,2023-08-18,2026-01-11,APPROVED,23957000,37.7541004,-122.3881595
25EXC-02169,GONZALEZ DR,CARDENAS AVE,DIAZ AVE,J. Flores Construction Co.,Replace Service,Sewer,2025-04-28,2025-05-11,ACTIVE,6295000,37.7161212,-122.4787849
24EXC-02284,POLK ST,DR TOM WADDELL PL,DR CARLTON B GOODLETT PL \ GROVE ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,10548000,37.7826401,-122.4190976
24EXC-01490,JONES ST,EDDY ST,ELLIS ST,R & S Construction Management Inc,Reconstruct Pavement,Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-06-01,2025-05-30,APPROVED,7566000,37.7816214,-122.4121472
23EXC-05094,36TH AVE,SUNSET BLVD,,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02,2025-10-31,APPROVED,32867000,37.7631855,-122.4953917
24EXC-00994,CLAY ST,WALTER U LUM PL,GRANT AVE,R & S Construction Management Inc,Install New Curb Ramp,Traffic Signal:Street Light:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-07-30,2025-12-31,APPROVED,4088000,37.7939619,-122.4087337
24EXC-03587,23RD ST,TREAT AVE,FOLSOM ST,Bay Area Lightworks,Place Conduit,Sewer:Traffic Signal:Street Light:Curb Ramp,2024-09-30,2026-08-30,APPROVED,1260000,37.7572860,-122.3923999
23EXC-02930,YORK ST,19TH ST,20TH ST,"JMB Construction, Inc.",Replace Main,AWSS:Water Service:Sidewalk/Curb:Sewer:Street / Roadway,2023-08-18,2026-01-11,APPROVED,13768000,37.7561110,-122.4085176
24EXC-03388,JUAN BAUTISTA CIR,BUCARELI DR,GRIJALVA DR,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,7629000,37.7176384,-122.4783760
24EXC-02547,30TH ST,DOLORES ST,,"JDB Construction, INC.",Corrosion Testing,Street / Roadway:Sewer:Curb Ramp:Catch Basin:Sidewalk/Curb,2024-09-01,2026-02-02,APPROVED,21841000,37.7418081,-122.4321166
24EXC-04102,GEARY BLVD,17TH AVE,18TH AVE,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,6074201,37.7794957,-122.4992200
24EXC-04484,STANYAN ST,STANYAN BLVD \ TURK BLVD,GOLDEN GATE AVE,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,12079000,37.7604049,-122.4517589
24EXC-02284,CABRILLO ST,LA PLAYA,,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,27980000,37.7739518,-122.4950556
24EXC-01436,HERMANN ST,CHURCH ST,FILLMORE ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,6888000,37.7701426,-122.4309079
23EXC-05094,SUNSET BLVD,MORAGA ST,NORIEGA ST,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02,2025-10-31,APPROVED,12279101,37.7357716,-122.4940855
24EXC-00224,GOLD MINE DR,TOPAZ WAY,,A. Ruiz Construction Co.,Replace Main,Sidewalk/Curb:Catch Basin:Sewer:Street / Roadway:Curb Ramp:Pavement Preservation:Water Service,2024-03-05,2025-08-31,ACTIVE,22029000,37.7417879,-122.4391424
24EXC-00647,PIERCE ST,TURK ST,EDDY ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,10427000,37.7800754,-122.4354426
24EXC-00647,PACIFIC AVE,PRESIDIO AVE \ PRESIDIO BLVD,WALNUT ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,10164000,37.7977342,-122.4002833
24EXC-00224,DIAMOND HEIGHTS BLVD,DUNCAN ST,GOLD MINE DR,A. Ruiz Construction Co.,Replace Main,Sidewalk/Curb:Catch Basin:Sewer:Street / Roadway:Curb Ramp:Pavement Preservation:Water Service,2024-03-05,2025-08-31,ACTIVE,4777101,37.7383730,-122.4371865
24EXC-03388,LAKE ST,ARGUELLO BLVD,02ND AVE,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,8009000,37.7868565,-122.4607985
